Row ID,Order ID,Order Date,Ship Date,Shipping Period,Date Valididty ,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Price Per Unit,Profit Per Unit,Location,Product Category,Dates In Month
4816,CA-2011-139598,12-26-2011,12-31-2011,5.00,Valid Date,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",$18.26,3,20.00%,$6.16,33.75%,$6.09,$2.05,East Pennsylvania,Paper - (Office Supplies),12-01-11
4817,CA-2011-139598,12-26-2011,12-31-2011,5.00,Valid Date,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,$34.66,2,20.00%,$5.63,16.25%,$17.33,$2.82,East Pennsylvania,Appliances - (Office Supplies),12-01-11
4818,CA-2011-139598,12-26-2011,12-31-2011,5.00,Valid Date,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,$81.55,2,20.00%,$8.16,10.00%,$40.78,$4.08,East Pennsylvania,Appliances - (Office Supplies),12-01-11
4819,CA-2011-139598,12-26-2011,12-31-2011,5.00,Valid Date,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,$227.14,4,20.00%,-$42.59,-18.75%,$56.78,-$10.65,East Pennsylvania,Storage - (Office Supplies),12-01-11
4820,CA-2014-117436,09-06-2014,06-15-2014,-83.00,Invalid Date,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360,East,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,$10.36,2,0.00%,$5.08,49.00%,$5.18,$2.54,East Connecticut,Binders - (Office Supplies),09-01-14
4821,CA-2012-140025,07-04-2012,11-04-2012,123.00,Valid Date,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,$463.25,8,80.00%,"-$1,181.28",-255.00%,$57.91,-$147.66,Central Texas,Appliances - (Office Supplies),07-01-12
4822,CA-2012-140025,07-04-2012,11-04-2012,123.00,Valid Date,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,$383.95,6,20.00%,$47.99,12.50%,$63.99,$8.00,Central Texas,Accessories - (Technology),07-01-12
4823,CA-2013-134222,11-07-2013,12-07-2013,30.00,Valid Date,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,85364,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,$44.86,6,70.00%,-$35.88,-80.00%,$7.48,-$5.98,West Arizona,Binders - (Office Supplies),11-01-13
4824,CA-2013-140018,11-22-2013,11-27-2013,5.00,Valid Date,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,TEC-MA-10000752,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,$30.35,7,70.00%,-$24.28,-80.00%,$4.34,-$3.47,East Ohio,Machines - (Technology),11-01-13
4825,CA-2013-140018,11-22-2013,11-27-2013,5.00,Valid Date,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",$127.55,3,30.00%,-$9.11,-7.14%,$42.52,-$3.04,East Ohio,Chairs - (Furniture),11-01-13
4826,CA-2013-140018,11-22-2013,11-27-2013,5.00,Valid Date,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",$77.95,3,20.00%,$15.59,20.00%,$25.98,$5.20,East Ohio,Furnishings - (Furniture),11-01-13
4827,US-2014-136707,11-13-2014,11-16-2014,3.00,Valid Date,First Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,$14.02,4,20.00%,$4.91,35.00%,$3.50,$1.23,West California,Binders - (Office Supplies),11-01-14
4828,CA-2011-152562,01-11-2011,08-11-2011,212.00,Valid Date,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$69.52,2,0.00%,$19.47,28.00%,$34.76,$9.73,South Kentucky,Storage - (Office Supplies),01-01-11
4829,CA-2011-152562,01-11-2011,08-11-2011,212.00,Valid Date,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",$5.64,3,0.00%,$1.64,29.00%,$1.88,$0.55,South Kentucky,Art - (Office Supplies),01-01-11
4830,CA-2013-152408,05-16-2013,05-22-2013,6.00,Valid Date,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,$13.78,3,20.00%,$4.48,32.50%,$4.59,$1.49,East New York,Binders - (Office Supplies),05-01-13
4831,CA-2011-120278,07-11-2011,12-11-2011,153.00,Valid Date,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,$245.88,6,0.00%,$68.85,28.00%,$40.98,$11.47,Central Wisconsin,Appliances - (Office Supplies),07-01-11
4832,CA-2011-120278,07-11-2011,12-11-2011,153.00,Valid Date,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,$36.63,3,0.00%,$9.89,27.00%,$12.21,$3.30,Central Wisconsin,Storage - (Office Supplies),07-01-11
4833,CA-2011-120278,07-11-2011,12-11-2011,153.00,Valid Date,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,$22.58,2,0.00%,$5.87,26.00%,$11.29,$2.94,Central Wisconsin,Storage - (Office Supplies),07-01-11
4834,CA-2011-120278,07-11-2011,12-11-2011,153.00,Valid Date,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",$12.39,3,0.00%,$5.82,47.00%,$4.13,$1.94,Central Wisconsin,Binders - (Office Supplies),07-01-11
4835,CA-2014-167661,06-10-2014,11-10-2014,153.00,Valid Date,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",$39.92,5,20.00%,$13.47,33.75%,$7.98,$2.69,West California,Binders - (Office Supplies),06-01-14
4836,CA-2014-167661,06-10-2014,11-10-2014,153.00,Valid Date,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,$61.96,2,0.00%,$27.88,45.00%,$30.98,$13.94,West California,Paper - (Office Supplies),06-01-14
4837,CA-2014-167661,06-10-2014,11-10-2014,153.00,Valid Date,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,$19.94,4,20.00%,$7.23,36.25%,$4.98,$1.81,West California,Binders - (Office Supplies),06-01-14
4838,CA-2014-106831,02-06-2014,04-06-2014,59.00,Valid Date,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",$3.80,2,70.00%,-$2.66,-70.00%,$1.90,-$1.33,East Ohio,Binders - (Office Supplies),02-01-14
4839,CA-2014-106831,02-06-2014,04-06-2014,59.00,Valid Date,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,$27.74,6,20.00%,$10.06,36.25%,$4.62,$1.68,East Ohio,Paper - (Office Supplies),02-01-14
4840,CA-2014-106831,02-06-2014,04-06-2014,59.00,Valid Date,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,$158.38,4,40.00%,-$34.31,-21.67%,$39.59,-$8.58,East Ohio,Phones - (Technology),02-01-14
4841,CA-2014-154123,11-21-2014,11-26-2014,5.00,Valid Date,Standard Class,SC-20050,Sample Company A,Home Office,United States,Henderson,Kentucky,42420,South,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,$27.58,2,0.00%,$11.58,42.00%,$13.79,$5.79,South Kentucky,Furnishings - (Furniture),11-01-14
4842,CA-2013-136049,12-24-2013,12-29-2013,5.00,Valid Date,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",$5.55,3,70.00%,-$4.07,-73.33%,$1.85,-$1.36,East Ohio,Binders - (Office Supplies),12-01-13
4843,CA-2014-118402,09-30-2014,05-10-2014,-143.00,Invalid Date,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,$243.92,5,20.00%,-$54.88,-22.50%,$48.78,-$10.98,South Tennessee,Storage - (Office Supplies),09-01-14
4844,US-2013-139388,08-11-2013,10-11-2013,61.00,Valid Date,First Class,CC-12475,Cindy Chapman,Consumer,United States,Lakewood,New Jersey,8701,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,$14.96,4,0.00%,$0.30,2.00%,$3.74,$0.07,East New Jersey,Fasteners - (Office Supplies),08-01-13
4845,US-2011-128685,04-04-2011,05-04-2011,30.00,Valid Date,First Class,MZ-17515,Mary Zewe,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$7.18,2,20.00%,$2.25,31.25%,$3.59,$1.12,West California,Binders - (Office Supplies),04-01-11
4846,CA-2012-124044,07-23-2012,07-26-2012,3.00,Valid Date,Second Class,MS-17830,Melanie Seite,Consumer,United States,Rochester,New York,14609,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,$10.51,3,20.00%,$3.68,35.00%,$3.50,$1.23,East New York,Binders - (Office Supplies),07-01-12
4847,CA-2011-164469,06-25-2011,06-27-2011,2.00,Valid Date,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,TEC-PH-10002115,Technology,Phones,Plantronics 81402,$263.96,5,20.00%,$19.80,7.50%,$52.79,$3.96,West Oregon,Phones - (Technology),06-01-11
4848,CA-2011-164469,06-25-2011,06-27-2011,2.00,Valid Date,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$71.63,11,20.00%,$17.91,25.00%,$6.51,$1.63,West Oregon,Art - (Office Supplies),06-01-11
4849,CA-2011-164469,06-25-2011,06-27-2011,2.00,Valid Date,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",$9.33,1,20.00%,$0.82,8.75%,$9.33,$0.82,West Oregon,Art - (Office Supplies),06-01-11
4850,CA-2011-107818,08-09-2011,09-14-2011,36.00,Valid Date,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,$5.88,2,0.00%,$2.65,45.00%,$2.94,$1.32,West Washington,Art - (Office Supplies),08-01-11
4851,CA-2011-107818,08-09-2011,09-14-2011,36.00,Valid Date,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$975.92,5,20.00%,$121.99,12.50%,$195.18,$24.40,West Washington,Chairs - (Furniture),08-01-11
4852,CA-2011-107818,08-09-2011,09-14-2011,36.00,Valid Date,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",$303.84,8,0.00%,$91.15,30.00%,$37.98,$11.39,West Washington,Art - (Office Supplies),08-01-11
4853,CA-2011-107818,08-09-2011,09-14-2011,36.00,Valid Date,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,$485.88,6,0.00%,$19.44,4.00%,$80.98,$3.24,West Washington,Storage - (Office Supplies),08-01-11
4854,CA-2011-113320,12-12-2011,12-15-2011,3.00,Valid Date,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",$12.54,3,0.00%,$4.51,36.00%,$4.18,$1.50,West California,Furnishings - (Furniture),12-01-11
4855,CA-2011-113320,12-12-2011,12-15-2011,3.00,Valid Date,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,$8.94,3,0.00%,$0.63,7.00%,$2.98,$0.21,West California,Storage - (Office Supplies),12-01-11
4856,CA-2011-113320,12-12-2011,12-15-2011,3.00,Valid Date,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,$9.24,3,0.00%,$4.44,48.00%,$3.08,$1.48,West California,Furnishings - (Furniture),12-01-11
4857,CA-2012-137526,01-13-2012,01-17-2012,4.00,Valid Date,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,$70.01,3,20.00%,$24.50,35.00%,$23.34,$8.17,West California,Binders - (Office Supplies),01-01-12
4858,CA-2012-137526,01-13-2012,01-17-2012,4.00,Valid Date,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",$77.60,4,0.00%,$38.02,49.00%,$19.40,$9.51,West California,Furnishings - (Furniture),01-01-12
4859,CA-2012-137526,01-13-2012,01-17-2012,4.00,Valid Date,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",$464.85,9,0.00%,$92.97,20.00%,$51.65,$10.33,West California,Furnishings - (Furniture),01-01-12
4860,CA-2014-136063,12-16-2014,12-20-2014,4.00,Valid Date,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Oak Park,Illinois,60302,Central,OFF-AR-10000823,Office Supplies,Art,Newell 307,$10.19,7,20.00%,$1.02,10.00%,$1.46,$0.15,Central Illinois,Art - (Office Supplies),12-01-14
4861,CA-2013-101546,12-19-2013,12-25-2013,6.00,Valid Date,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Morristown,New Jersey,7960,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,"$1,793.98",2,0.00%,$843.17,47.00%,$896.99,$421.59,East New Jersey,Binders - (Office Supplies),12-01-13
4862,CA-2011-138940,11-04-2011,04-16-2011,-202.00,Invalid Date,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,78745,Central,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,$758.35,6,20.00%,$265.42,35.00%,$126.39,$44.24,Central Texas,Phones - (Technology),11-01-11
4863,CA-2013-125164,11-11-2013,11-15-2013,4.00,Valid Date,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,10011,East,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,$20.37,1,20.00%,$7.38,36.25%,$20.37,$7.38,East New York,Binders - (Office Supplies),11-01-13
4864,CA-2013-125164,11-11-2013,11-15-2013,4.00,Valid Date,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,$49.85,3,20.00%,$16.82,33.75%,$16.62,$5.61,East New York,Binders - (Office Supplies),11-01-13
4865,CA-2014-163531,06-27-2014,01-07-2014,-171.00,Invalid Date,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,$239.97,3,0.00%,$67.19,28.00%,$79.99,$22.40,East New York,Phones - (Technology),06-01-14
4866,CA-2014-122490,11-14-2014,11-19-2014,5.00,Valid Date,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,"$2,404.70",6,20.00%,$150.29,6.25%,$400.78,$25.05,West Washington,Chairs - (Furniture),11-01-14
4867,CA-2014-122490,11-14-2014,11-19-2014,5.00,Valid Date,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,$563.02,11,20.00%,$190.02,33.75%,$51.18,$17.27,West Washington,Binders - (Office Supplies),11-01-14
4868,CA-2014-122490,11-14-2014,11-19-2014,5.00,Valid Date,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,$344.91,3,0.00%,$10.35,3.00%,$114.97,$3.45,West Washington,Storage - (Office Supplies),11-01-14
4869,CA-2014-122490,11-14-2014,11-19-2014,5.00,Valid Date,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,$8.64,3,0.00%,$4.23,49.00%,$2.88,$1.41,West Washington,Labels - (Office Supplies),11-01-14
4870,CA-2014-131366,11-25-2014,11-30-2014,5.00,Valid Date,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,$89.99,2,40.00%,-$15.00,-16.67%,$44.99,-$7.50,East Pennsylvania,Phones - (Technology),11-01-14
4871,CA-2014-131366,11-25-2014,11-30-2014,5.00,Valid Date,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,$229.54,7,20.00%,$83.21,36.25%,$32.79,$11.89,East Pennsylvania,Paper - (Office Supplies),11-01-14
4872,CA-2014-164042,05-24-2014,05-28-2014,4.00,Valid Date,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,$1.82,2,20.00%,$0.62,33.75%,$0.91,$0.31,Central Texas,Fasteners - (Office Supplies),05-01-14
4873,CA-2014-164042,05-24-2014,05-28-2014,4.00,Valid Date,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,$18.32,5,80.00%,-$46.72,-255.00%,$3.66,-$9.34,Central Texas,Appliances - (Office Supplies),05-01-14
4874,CA-2014-164042,05-24-2014,05-28-2014,4.00,Valid Date,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,$48.82,3,20.00%,-$11.59,-23.75%,$16.27,-$3.86,Central Texas,Storage - (Office Supplies),05-01-14
4875,CA-2014-164042,05-24-2014,05-28-2014,4.00,Valid Date,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,$1.19,1,80.00%,-$1.96,-165.00%,$1.19,-$1.96,Central Texas,Binders - (Office Supplies),05-01-14
4876,CA-2011-132864,02-12-2011,07-12-2011,150.00,Valid Date,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Columbus,Ohio,43229,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,$119.80,5,20.00%,$29.95,25.00%,$23.96,$5.99,East Ohio,Accessories - (Technology),02-01-11
4877,US-2011-155817,03-10-2011,09-10-2011,184.00,Valid Date,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,South,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,$61.57,2,20.00%,$4.62,7.50%,$30.78,$2.31,South North Carolina,Storage - (Office Supplies),03-01-11
4878,US-2011-155817,03-10-2011,09-10-2011,184.00,Valid Date,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,$6.19,3,20.00%,$0.46,7.50%,$2.06,$0.15,South North Carolina,Art - (Office Supplies),03-01-11
4879,US-2013-131891,07-30-2013,01-08-2013,-203.00,Invalid Date,First Class,PW-19240,Pierre Wener,Consumer,United States,Pensacola,Florida,32503,South,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",$2.21,3,70.00%,-$1.48,-66.67%,$0.74,-$0.49,South Florida,Binders - (Office Supplies),07-01-13
4880,CA-2014-143567,03-11-2014,06-11-2014,92.00,Valid Date,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,$5.32,2,0.00%,$2.61,49.00%,$2.66,$1.30,South Kentucky,Envelopes - (Office Supplies),03-01-14
4881,CA-2014-143567,03-11-2014,06-11-2014,92.00,Valid Date,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$975.92,4,0.00%,$292.78,30.00%,$243.98,$73.19,South Kentucky,Chairs - (Furniture),03-01-14
4882,CA-2014-143567,03-11-2014,06-11-2014,92.00,Valid Date,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,"$2,249.91",9,0.00%,$517.48,23.00%,$249.99,$57.50,South Kentucky,Accessories - (Technology),03-01-14
4883,CA-2014-143567,03-11-2014,06-11-2014,92.00,Valid Date,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,$59.92,4,0.00%,$16.78,28.00%,$14.98,$4.19,South Kentucky,Storage - (Office Supplies),03-01-14
4884,CA-2014-104080,09-03-2014,03-16-2014,-171.00,Invalid Date,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",$171.20,5,20.00%,$64.20,37.50%,$34.24,$12.84,West California,Binders - (Office Supplies),09-01-14
4885,CA-2014-104080,09-03-2014,03-16-2014,-171.00,Invalid Date,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,92804,West,OFF-AR-10001972,Office Supplies,Art,Newell 323,$3.36,2,0.00%,$0.87,26.00%,$1.68,$0.44,West California,Art - (Office Supplies),09-01-14
4886,CA-2011-151379,12-16-2011,12-20-2011,4.00,Valid Date,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Detroit,Michigan,48227,Central,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,$114.20,5,0.00%,$52.53,46.00%,$22.84,$10.51,Central Michigan,Paper - (Office Supplies),12-01-11
4887,CA-2013-163167,11-29-2013,02-12-2013,-290.00,Invalid Date,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",$182.67,3,0.00%,$52.97,29.00%,$60.89,$17.66,South Georgia,Chairs - (Furniture),11-01-13
4888,CA-2013-163167,11-29-2013,02-12-2013,-290.00,Invalid Date,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,$101.70,6,0.00%,$6.10,6.00%,$16.95,$1.02,South Georgia,Accessories - (Technology),11-01-13
4889,CA-2013-163167,11-29-2013,02-12-2013,-290.00,Invalid Date,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,"$1,126.02",3,0.00%,$56.30,5.00%,$375.34,$18.77,South Georgia,Storage - (Office Supplies),11-01-13
4890,CA-2013-163167,11-29-2013,02-12-2013,-290.00,Invalid Date,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl","$1,263.30",6,0.00%,$315.83,25.00%,$210.55,$52.64,South Georgia,Storage - (Office Supplies),11-01-13
4891,CA-2013-135776,12-24-2013,12-31-2013,7.00,Valid Date,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,$8.82,3,0.00%,$2.56,29.00%,$2.94,$0.85,West Washington,Art - (Office Supplies),12-01-13
4892,CA-2013-135776,12-24-2013,12-31-2013,7.00,Valid Date,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,$37.94,2,0.00%,$18.21,48.00%,$18.97,$9.11,West Washington,Paper - (Office Supplies),12-01-13
4893,CA-2013-135776,12-24-2013,12-31-2013,7.00,Valid Date,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",$4.20,2,0.00%,$1.18,28.00%,$2.10,$0.59,West Washington,Art - (Office Supplies),12-01-13
